Date,Open,High,Low,Close,Volume,Adj Close
2007-03-05,42370.00,42370.00,41117.00,41179.00,123682700,41179.00
2007-03-02,43518.00,43518.00,42297.00,42370.00,199570400,42370.00
2007-03-01,43886.00,43886.00,42037.00,43517.00,131228800,43517.00
2007-02-28,43150.00,43923.00,43122.00,43892.00,176098100,43892.00
2007-02-27,46190.00,46190.00,42571.00,43145.00,189354000,43145.00
2007-02-26,46021.00,46450.00,45885.00,46207.00,94900800,46207.00
2007-02-23,46452.00,46517.00,45813.00,46016.00,76534200,46016.00
2007-02-22,46097.00,46752.00,46097.00,46452.00,121582000,46452.00
2007-02-21,45849.00,46095.00,45558.00,46090.00,73069000,46090.00
2007-02-16,45955.00,45966.00,45614.00,45849.00,107391100,45849.00
2007-02-15,45996.00,46178.00,45734.00,45955.00,140012600,45955.00
2007-02-14,45198.00,46106.00,45198.00,45996.00,232265300,45996.00
2007-02-13,43932.00,45197.00,43932.00,45197.00,116712300,45197.00
2007-02-12,44286.00,44464.00,43850.00,43935.00,94842200,43935.00
2007-02-09,44894.00,45050.00,44180.00,44284.00,133298700,44284.00
2007-02-08,44585.00,44892.00,44070.00,44892.00,124663400,44892.00
2007-02-07,45352.00,45425.00,44488.00,44588.00,114293700,44588.00
2007-02-06,45287.00,45486.00,45038.00,45352.00,109404000,45352.00
2007-02-05,44999.00,45286.00,44851.00,45286.00,79481200,45286.00
2007-02-02,44815.00,45204.00,44597.00,44998.00,106514300,44998.00
2007-02-01,44642.00,45212.00,44642.00,44815.00,120498200,44815.00
2007-01-31,44046.00,44643.00,43824.00,44642.00,131510700,44642.00
2007-01-30,43573.00,44065.00,43508.00,44044.00,110700200,44044.00
2007-01-29,44414.00,44435.00,43555.00,43573.00,95144400,43573.00
2007-01-26,44687.00,44687.00,43870.00,44412.00,102456700,44412.00
2007-01-24,44177.00,44808.00,44041.00,44687.00,114652200,44687.00
2007-01-23,43549.00,44243.00,43432.00,44177.00,109921200,44177.00
2007-01-22,43431.00,43879.00,43183.00,43553.00,70802000,43553.00
2007-01-19,42477.00,43428.00,42477.00,43428.00,000,43428.00
2007-01-18,42741.00,43402.00,42407.00,42478.00,97203200,42478.00
2007-01-17,42626.00,42930.00,42252.00,42735.00,73003000,42735.00
2007-01-16,42916.00,42916.00,42415.00,42624.00,93088400,42624.00
2007-01-15,43095.00,43473.00,42875.00,42919.00,45027800,42919.00
2007-01-12,42669.00,43188.00,42526.00,43095.00,96842400,43095.00
2007-01-11,42336.00,43128.00,41940.00,42670.00,84165800,42670.00
2007-01-10,42001.00,42336.00,41266.00,42336.00,110755900,42336.00
2007-01-09,42831.00,43001.00,41438.00,42007.00,112991900,42007.00
2007-01-08,42249.00,42926.00,42144.00,42830.00,114007100,42830.00
2007-01-05,44019.00,44081.00,42160.00,42245.00,164055000,42245.00
2007-01-04,44442.00,44442.00,43623.00,44020.00,86577000,44020.00
2007-01-03,45379.00,45379.00,44284.00,44445.00,122372800,44445.00
2007-01-02,44476.00,45388.00,44476.00,45383.00,75560200,45383.00
2006-12-28,44526.00,44675.00,44373.00,44474.00,113108900,44474.00
2006-12-27,43602.00,44526.00,43602.00,44526.00,101324300,44526.00
2006-12-26,43356.00,43611.00,43356.00,43603.00,47331000,43603.00
2006-12-22,43385.00,43602.00,43125.00,43356.00,65730800,43356.00
2006-12-21,43505.00,43689.00,43100.00,43385.00,80744600,43385.00
2006-12-20,43592.00,43946.00,43379.00,43502.00,111485500,43502.00
2006-12-19,43038.00,43590.00,42891.00,43590.00,000,43590.00
2006-12-18,43596.00,44048.00,43400.00,43509.00,138330400,43509.00
2006-12-15,43755.00,44263.00,43447.00,43596.00,140263800,43596.00
2006-12-14,43291.00,43797.00,43291.00,43755.00,155097100,43755.00
2006-12-13,43026.00,43394.00,42783.00,43285.00,194334000,43285.00
2006-12-12,43297.00,43297.00,42794.00,43018.00,94209200,43018.00
2006-12-11,42968.00,43432.00,42968.00,43297.00,99182800,43297.00
2006-12-08,42910.00,43303.00,42818.00,42978.00,66396000,42978.00
2006-12-07,43097.00,43506.00,42758.00,42909.00,81579600,42909.00
2006-12-06,43158.00,43422.00,42831.00,43096.00,87843400,43096.00
2006-12-05,42652.00,43261.00,42636.00,43157.00,97888000,43157.00
2006-12-04,41329.00,42660.00,41282.00,42654.00,86575800,42654.00
2006-12-01,41930.00,42095.00,41192.00,41327.00,84178800,41327.00
2006-11-30,41971.00,42175.00,41497.00,41932.00,141201400,41932.00
2006-11-29,41041.00,41988.00,41041.00,41970.00,146202300,41970.00
2006-11-28,40915.00,41083.00,40428.00,41043.00,000,41043.00
2006-11-27,41758.00,41758.00,40722.00,40915.00,000,40915.00
2006-11-24,42071.00,42071.00,41468.00,41758.00,92538600,41758.00
2006-11-23,41913.00,42308.00,41913.00,42070.00,91746800,42070.00
2006-11-22,41579.00,41951.00,41308.00,41913.00,109892600,41913.00
2006-11-21,41029.00,41570.00,40986.00,41570.00,118526800,41570.00
2006-11-17,41164.00,41164.00,40482.00,41029.00,000,41029.00
2006-11-16,41296.00,41781.00,41153.00,41162.00,157412900,41162.00
2006-11-14,40607.00,41342.00,40607.00,41291.00,141768700,41291.00
2006-11-13,40724.00,40724.00,40038.00,40606.00,116856500,40606.00
2006-11-10,40815.00,40942.00,40322.00,40720.00,163280500,40720.00
2006-11-09,41334.00,41813.00,40657.00,40815.00,140119600,40815.00
2006-11-08,41042.00,41345.00,40624.00,41334.00,142110100,41334.00
2006-11-07,41247.00,41402.00,40863.00,41048.00,129699300,41048.00
2006-11-06,40437.00,41256.00,40437.00,41247.00,171533400,41247.00
2006-11-03,39930.00,40482.00,39924.00,40435.00,160846800,40435.00
2006-11-01,39279.00,40104.00,39279.00,39930.00,151358200,39930.00
2006-10-31,38900.00,39263.00,38880.00,39263.00,166833700,39263.00
2006-10-30,39327.00,39340.00,38681.00,38900.00,94526000,38900.00
2006-10-27,39640.00,39746.00,39293.00,39328.00,115174800,39328.00
2006-10-26,39563.00,39843.00,39365.00,39645.00,98565000,39645.00
2006-10-25,39499.00,39721.00,39341.00,39563.00,122633500,39563.00
2006-10-24,39227.00,39552.00,39091.00,39499.00,74334200,39499.00
2006-10-23,38643.00,39227.00,38273.00,39227.00,101060500,39227.00
2006-10-20,38919.00,38958.00,38440.00,38643.00,71733800,38643.00
2006-10-19,38595.00,38940.00,38561.00,38920.00,000,38920.00
2006-10-18,38898.00,39446.00,38557.00,38686.00,208399200,38686.00
2006-10-17,39226.00,39226.00,38672.00,38898.00,88848400,38898.00
2006-10-16,38852.00,39261.00,38672.00,39229.00,110698100,39229.00
2006-10-13,38328.00,39177.00,38328.00,38850.00,112580700,38850.00
2006-10-11,38652.00,38652.00,38091.00,38322.00,87991000,38322.00
2006-10-10,38411.00,38778.00,38407.00,38655.00,119440600,38655.00
2006-10-09,37930.00,38626.00,37736.00,38406.00,111501800,38406.00
2006-10-06,37976.00,37976.00,37493.00,37940.00,88616400,37940.00
2006-10-05,37750.00,38205.00,37624.00,37977.00,147085300,37977.00
2006-10-04,36441.00,37780.00,36441.00,37749.00,201054100,37749.00
2006-10-03,37057.00,37057.00,36438.00,36438.00,121786200,36438.00
2006-10-02,36450.00,37317.00,36450.00,37058.00,149989200,37058.00
2006-09-29,36486.00,36570.00,36261.00,36449.00,128959000,36449.00
2006-09-28,36105.00,36487.00,36031.00,36486.00,124881800,36486.00
2006-09-27,35817.00,36114.00,35611.00,36106.00,152445400,36106.00
2006-09-26,34972.00,35827.00,34972.00,35819.00,121505000,35819.00
2006-09-25,34803.00,35054.00,34127.00,34973.00,126964700,34973.00
2006-09-22,34829.00,34897.00,34397.00,34799.00,131281600,34799.00
2006-09-21,35199.00,35332.00,34624.00,34830.00,198934000,34830.00
2006-09-20,35889.00,36069.00,34928.00,35197.00,153831600,35197.00
2006-09-19,36477.00,36487.00,35555.00,35886.00,115664900,35886.00
2006-09-18,36168.00,36670.00,36134.00,36483.00,68704200,36483.00
2006-09-15,36154.00,36469.00,35878.00,36170.00,81902200,36170.00
2006-09-14,36548.00,36680.00,36087.00,36154.00,91091800,36154.00
2006-09-13,36147.00,36726.00,36034.00,36550.00,142775800,36550.00
2006-09-12,35777.00,36147.00,35626.00,36147.00,127765600,36147.00
2006-09-11,36561.00,36561.00,35666.00,35772.00,158480500,35772.00
2006-09-08,36705.00,36725.00,36495.00,36558.00,80359000,36558.00
2006-09-06,37368.00,37368.00,36710.00,36710.00,99016400,36710.00
2006-09-05,37693.00,37693.00,37271.00,37368.00,104148400,37368.00
2006-09-04,37330.00,37739.00,37287.00,37693.00,83711000,37693.00
2006-09-01,36232.00,37329.00,36232.00,37329.00,98953400,37329.00
2006-08-31,36313.00,36606.00,36013.00,36232.00,000,36232.00
2006-08-30,36303.00,36520.00,36125.00,36313.00,144235600,36313.00
2006-08-29,36384.00,36617.00,36013.00,36304.00,000,36304.00
2006-08-28,35958.00,36389.00,35649.00,36375.00,000,36375.00
2006-08-25,35795.00,36128.00,35586.00,35958.00,000,35958.00
2006-08-24,35514.00,35872.00,35123.00,35797.00,000,35797.00
2006-08-23,36675.00,36690.00,35512.00,35512.00,000,35512.00
2006-08-22,37161.00,37255.00,36511.00,36678.00,000,36678.00
2006-08-21,37550.00,37550.00,37139.00,37161.00,000,37161.00
2006-08-18,37559.00,37589.00,37178.00,37552.00,000,37552.00
2006-08-17,37451.00,38022.00,37402.00,37559.00,000,37559.00
2006-08-16,37296.00,37697.00,37210.00,37678.00,000,37678.00
2006-08-15,36559.00,37417.00,36559.00,37296.00,000,37296.00
2006-08-14,36950.00,37184.00,36490.00,36557.00,000,36557.00
2006-08-11,37354.00,37502.00,36886.00,36944.00,000,36944.00
2006-08-10,37255.00,37423.00,36929.00,37354.00,000,37354.00
2006-08-09,37602.00,38086.00,37180.00,37255.00,000,37255.00
2006-08-08,37699.00,38081.00,37532.00,37600.00,000,37600.00
2006-08-07,37845.00,37879.00,37518.00,37698.00,000,37698.00
2006-08-04,37462.00,38172.00,37462.00,37848.00,000,37848.00
2006-08-03,37288.00,37688.00,36893.00,37451.00,000,37451.00
2006-08-02,36843.00,37481.00,36834.00,37288.00,000,37288.00
2006-08-01,37077.00,37084.00,36536.00,36839.00,000,36839.00
2006-07-31,37381.00,37399.00,37077.00,37077.00,000,37077.00
2006-07-28,36886.00,37522.00,36841.00,37381.00,000,37381.00
2006-07-27,36595.00,37112.00,36593.00,36888.00,000,36888.00
2006-07-26,36681.00,36951.00,36475.00,36594.00,000,36594.00
2006-07-25,36223.00,36709.00,36011.00,36681.00,000,36681.00
2006-07-24,35525.00,36283.00,35525.00,36224.00,000,36224.00
2006-07-21,35847.00,36144.00,35307.00,35510.00,000,35510.00
2006-07-20,36786.00,37043.00,35847.00,35847.00,000,35847.00
2006-07-19,35136.00,36785.00,35136.00,36785.00,000,36785.00
2006-07-18,34871.00,35311.00,34591.00,35130.00,000,35130.00
2006-07-17,35344.00,35469.00,34814.00,34866.00,000,34866.00
2006-07-14,35353.00,35651.00,35001.00,35350.00,000,35350.00
2006-07-13,36221.00,36221.00,35344.00,35354.00,000,35354.00
2006-07-12,36555.00,36747.00,36189.00,36230.00,000,36230.00
2006-07-11,36137.00,36581.00,35590.00,36554.00,000,36554.00
2006-07-10,36107.00,36427.00,35863.00,36141.00,000,36141.00
2006-07-07,36541.00,36796.00,35850.00,36102.00,000,36102.00
2006-07-06,36380.00,36993.00,36380.00,36533.00,000,36533.00
2006-07-05,37366.00,37366.00,36304.00,36378.00,000,36378.00
2006-07-04,37358.00,37601.00,37188.00,37367.00,000,37367.00
2006-07-03,36629.00,37402.00,36534.00,37357.00,000,37357.00
2006-06-30,36487.00,37036.00,36359.00,36631.00,000,36631.00
2006-06-29,34835.00,36487.00,34835.00,36487.00,000,36487.00
2006-06-28,34374.00,34837.00,34349.00,34835.00,000,34835.00
2006-06-27,34631.00,35015.00,34368.00,34376.00,000,34376.00
2006-06-26,34663.00,34875.00,34584.00,34631.00,000,34631.00
2006-06-23,34314.00,34864.00,33880.00,34661.00,000,34661.00
2006-06-22,34544.00,34714.00,34226.00,34317.00,000,34317.00
2006-06-21,33632.00,34601.00,33216.00,34547.00,000,34547.00
2006-06-20,33897.00,34156.00,33568.00,33632.00,000,33632.00
2006-06-19,34407.00,34669.00,33549.00,33897.00,000,33897.00
2006-06-16,32942.00,34543.00,32942.00,34399.00,000,34399.00
2006-06-14,32848.00,33474.00,32057.00,32941.00,000,32941.00
2006-06-13,33535.00,33582.00,32824.00,32848.00,000,32848.00
2006-06-12,35083.00,35266.00,33537.00,33555.00,000,33555.00
2006-06-09,35438.00,36181.00,35075.00,35075.00,000,35075.00
2006-06-08,35262.00,35608.00,34360.00,35438.00,000,35438.00
2006-06-07,36559.00,36771.00,35262.00,35264.00,000,35264.00
2006-06-06,36740.00,36740.00,35673.00,36558.00,000,36558.00
2006-06-05,37939.00,37976.00,36670.00,36740.00,000,36740.00
2006-06-02,37750.00,38437.00,37411.00,37942.00,000,37942.00
2006-06-01,36531.00,37748.00,36502.00,37748.00,000,37748.00
2006-05-31,36414.00,37216.00,36362.00,36530.00,000,36530.00
2006-05-30,38149.00,38149.00,36413.00,36413.00,000,36413.00
2006-05-29,38634.00,38734.00,38055.00,38145.00,000,38145.00
2006-05-26,37574.00,38510.00,37574.00,38506.00,000,38506.00
2006-05-25,35794.00,37569.00,35794.00,37569.00,000,37569.00
2006-05-24,36104.00,36341.00,34911.00,35792.00,000,35792.00
2006-05-23,36498.00,37567.00,36099.00,36110.00,000,36110.00
2006-05-22,37732.00,37732.00,35664.00,36497.00,000,36497.00
2006-05-19,37820.00,38465.00,37325.00,37733.00,000,37733.00
2006-05-18,38290.00,38591.00,37807.00,37807.00,000,37807.00
2006-05-17,39411.00,39411.00,38099.00,38291.00,000,38291.00
2006-05-16,39271.00,39953.00,38923.00,39416.00,000,39416.00
2006-05-15,39688.00,40209.00,38871.00,39271.00,000,39271.00
2006-05-12,40847.00,40862.00,40121.00,40223.00,000,40223.00
2006-05-11,41758.00,42062.00,40777.00,40847.00,000,40847.00
2006-05-10,41981.00,41985.00,41418.00,41752.00,000,41752.00
2006-05-09,41505.00,42016.00,41446.00,41979.00,000,41979.00
2006-05-08,41417.00,41693.00,41095.00,41515.00,000,41515.00
2006-05-05,40976.00,41449.00,40976.00,41417.00,000,41417.00
2006-05-04,40926.00,41258.00,40894.00,40976.00,000,40976.00
2006-05-03,41016.00,41068.00,40574.00,40920.00,000,40920.00
2006-05-02,40365.00,41017.00,40277.00,41017.00,000,41017.00
2006-04-28,39752.00,40425.00,39752.00,40363.00,000,40363.00
2006-04-27,40410.00,40410.00,39631.00,39751.00,000,39751.00
2006-04-26,39739.00,40422.00,39739.00,40410.00,000,40410.00
2006-04-25,39753.00,39953.00,39577.00,39738.00,000,39738.00
2006-04-24,39775.00,40089.00,39616.00,39751.00,000,39751.00
2006-04-20,39941.00,40278.00,39435.00,39775.00,000,39775.00
2006-04-19,39581.00,40026.00,39492.00,39938.00,000,39938.00
2006-04-18,38466.00,39584.00,38466.00,39572.00,000,39572.00
2006-04-17,38086.00,38698.00,38086.00,38462.00,000,38462.00
2006-04-13,38426.00,38479.00,37984.00,38082.00,000,38082.00
2006-04-12,37901.00,38448.00,37816.00,38427.00,000,38427.00
2006-04-11,38478.00,38885.00,37823.00,37901.00,000,37901.00
2006-04-10,38927.00,38927.00,38239.00,38475.00,000,38475.00
2006-04-07,39285.00,39397.00,38630.00,38926.00,000,38926.00
2006-04-06,39053.00,39310.00,38700.00,39285.00,000,39285.00
2006-04-05,38803.00,39054.00,38475.00,39053.00,000,39053.00
2006-04-04,38718.00,39086.00,38606.00,38802.00,000,38802.00
2006-04-03,37952.00,38851.00,37952.00,38717.00,000,38717.00
2006-03-31,37783.00,38016.00,37619.00,37952.00,000,37952.00
2006-03-30,37493.00,38089.00,37469.00,37777.00,000,37777.00
2006-03-29,36684.00,37492.00,36684.00,37492.00,000,37492.00
2006-03-28,37640.00,37731.00,36682.00,36682.00,000,36682.00
2006-03-27,37577.00,37893.00,37153.00,37641.00,000,37641.00
2006-03-24,37473.00,37775.00,37301.00,37577.00,000,37577.00
2006-03-23,37850.00,38128.00,37207.00,37474.00,000,37474.00
2006-03-22,37398.00,37851.00,37156.00,37851.00,000,37851.00
2006-03-21,38204.00,38204.00,37351.00,37398.00,000,37398.00
2006-03-20,38049.00,38500.00,37978.00,38204.00,000,38204.00
2006-03-17,38159.00,38268.00,37769.00,38049.00,000,38049.00
2006-03-16,38245.00,38578.00,37962.00,38157.00,000,38157.00
2006-03-15,37546.00,38341.00,37543.00,38244.00,000,38244.00
2006-03-14,36789.00,37541.00,36417.00,37541.00,000,37541.00
2006-03-13,36891.00,37259.00,36513.00,36793.00,000,36793.00
2006-03-10,36328.00,37161.00,36218.00,36891.00,000,36891.00
2006-03-09,37289.00,37739.00,36085.00,36312.00,000,36312.00
2006-03-08,37421.00,37421.00,36446.00,37289.00,000,37289.00
2006-03-07,38350.00,38350.00,37130.00,37423.00,000,37423.00
2006-03-06,39241.00,39395.00,38348.00,38354.00,000,38354.00
2006-03-03,39129.00,39356.00,38716.00,39240.00,000,39240.00
2006-03-02,39182.00,39367.00,38989.00,39126.00,000,39126.00
2006-03-01,38610.00,39203.00,38533.00,39178.00,000,39178.00
2006-02-24,38406.00,38610.00,38337.00,38610.00,000,38610.00
2006-02-23,38242.00,38522.00,37747.00,38405.00,000,38405.00
2006-02-22,38166.00,38633.00,38056.00,38246.00,000,38246.00
2006-02-21,38541.00,38978.00,38166.00,38166.00,000,38166.00
2006-02-20,38418.00,38678.00,38032.00,38539.00,000,38539.00
2006-02-17,38256.00,38642.00,38256.00,38422.00,000,38422.00
2006-02-16,37245.00,38268.00,37245.00,38256.00,000,38256.00
2006-02-15,36629.00,37447.00,36422.00,37239.00,000,37239.00
2006-02-14,36117.00,36734.00,35891.00,36627.00,000,36627.00
2006-02-13,36975.00,37076.00,36114.00,36114.00,000,36114.00
2006-02-10,36886.00,37813.00,36633.00,36975.00,000,36975.00
2006-02-09,36501.00,37177.00,36501.00,36882.00,000,36882.00
2006-02-08,36553.00,36784.00,36183.00,36499.00,000,36499.00
2006-02-07,37320.00,37376.00,36556.00,36562.00,000,36562.00
2006-02-06,37262.00,37776.00,37229.00,37321.00,000,37321.00
2006-02-03,37304.00,37609.00,36526.00,37262.00,000,37262.00
2006-02-02,38482.00,38508.00,37237.00,37304.00,000,37304.00
2006-02-01,38382.00,38500.00,37886.00,38485.00,000,38485.00
2006-01-31,38243.00,38456.00,37630.00,38383.00,000,38383.00
2006-01-30,37824.00,38276.00,37501.00,38242.00,000,38242.00
2006-01-27,38018.00,38804.00,37688.00,37822.00,000,37822.00
2006-01-26,37402.00,38031.00,37402.00,38014.00,000,38014.00
2006-01-24,36632.00,37428.00,36632.00,37400.00,000,37400.00
2006-01-23,36687.00,36771.00,36213.00,36632.00,000,36632.00
2006-01-20,36857.00,36938.00,36432.00,36695.00,000,36695.00
2006-01-19,35813.00,36979.00,35813.00,36858.00,000,36858.00
2006-01-18,36115.00,36115.00,35380.00,35805.00,000,35805.00
2006-01-17,36534.00,36534.00,35817.00,36119.00,000,36119.00
2006-01-16,35897.00,36534.00,35891.00,36534.00,000,36534.00
2006-01-13,35779.00,35951.00,35480.00,35897.00,000,35897.00
2006-01-12,35953.00,36286.00,35641.00,35779.00,000,35779.00
2006-01-11,35050.00,35953.00,35050.00,35952.00,000,35952.00
2006-01-10,35338.00,35338.00,34687.00,35049.00,000,35049.00
2006-01-09,35475.00,35601.00,35108.00,35337.00,000,35337.00
2006-01-06,35170.00,35529.00,34940.00,35475.00,000,35475.00
2006-01-05,35006.00,35088.00,34681.00,34936.00,000,34936.00
2006-01-04,34540.00,35223.00,34540.00,35002.00,000,35002.00
2006-01-03,33507.00,34563.00,33507.00,34541.00,000,34541.00
2006-01-02,33462.00,33519.00,32860.00,33507.00,000,33507.00
2005-12-29,33137.00,33456.00,33137.00,33456.00,000,33456.00
2005-12-28,33371.00,33463.00,32965.00,33138.00,000,33138.00
2005-12-27,33297.00,33631.00,33239.00,33371.00,000,33371.00
2005-12-26,33331.00,33435.00,33140.00,33298.00,000,33298.00
2005-12-23,33509.00,33575.00,33280.00,33331.00,000,33331.00
2005-12-22,33521.00,33652.00,33463.00,33513.00,000,33513.00
2005-12-21,33068.00,33553.00,33068.00,33517.00,000,33517.00
2005-12-20,33008.00,33140.00,32768.00,33067.00,000,33067.00
2005-12-19,33284.00,33496.00,32908.00,33005.00,000,33005.00
2005-12-16,33193.00,33579.00,33193.00,33292.00,000,33292.00
2005-12-15,33625.00,33799.00,33103.00,33193.00,000,33193.00
2005-12-14,33420.00,33837.00,33369.00,33629.00,000,33629.00
2005-12-13,32971.00,33432.00,32835.00,33420.00,000,33420.00
2005-12-12,32925.00,33299.00,32868.00,32971.00,000,32971.00
2005-12-09,32483.00,32971.00,32483.00,32922.00,000,32922.00
2005-12-08,32756.00,32997.00,32476.00,32480.00,000,32480.00
2005-12-07,33225.00,33271.00,32649.00,32757.00,000,32757.00
2005-12-06,32712.00,33332.00,32712.00,33223.00,000,33223.00
2005-12-05,32835.00,32910.00,32547.00,32701.00,000,32701.00
2005-12-02,32617.00,32936.00,32617.00,32832.00,000,32832.00
2005-12-01,31921.00,32700.00,31921.00,32617.00,000,32617.00
2005-11-30,31652.00,31918.00,31296.00,31917.00,000,31917.00
2005-11-29,31360.00,31767.00,31360.00,31652.00,000,31652.00
2005-11-28,31920.00,32350.00,31337.00,31358.00,000,31358.00
2005-11-25,31947.00,32059.00,31840.00,31920.00,000,31920.00
2005-11-24,31938.00,32123.00,31678.00,31945.00,000,31945.00
2005-11-23,31489.00,32014.00,31489.00,31943.00,000,31943.00
2005-11-22,31110.00,31500.00,30473.00,31489.00,000,31489.00
2005-11-21,31102.00,31291.00,30969.00,31110.00,000,31110.00
2005-11-18,31087.00,31180.00,30887.00,31102.00,000,31102.00
2005-11-17,30483.00,31248.00,30483.00,31087.00,000,31087.00
2005-11-16,30219.00,30516.00,30157.00,30482.00,000,30482.00
2005-11-14,30510.00,30510.00,29948.00,30219.00,000,30219.00
2005-11-11,30722.00,30746.00,30385.00,30511.00,000,30511.00
2005-11-10,30665.00,30726.00,30218.00,30725.00,000,30725.00
2005-11-09,30971.00,31232.00,30493.00,30666.00,000,30666.00
2005-11-08,30951.00,31078.00,30587.00,30971.00,000,30971.00
2005-11-07,30888.00,31363.00,30728.00,30952.00,000,30952.00
2005-11-04,31080.00,31234.00,30584.00,30888.00,000,30888.00
2005-11-03,30899.00,31487.00,30899.00,31100.00,000,31100.00
2005-11-01,30194.00,30981.00,30194.00,30900.00,000,30900.00
2005-10-31,29333.00,30252.00,29333.00,30194.00,000,30194.00
2005-10-28,29133.00,29567.00,29133.00,29318.00,000,29318.00
2005-10-27,29730.00,29842.00,29005.00,29133.00,000,29133.00
2005-10-26,29492.00,29971.00,29244.00,29730.00,000,29730.00
2005-10-25,29837.00,30095.00,29396.00,29498.00,000,29498.00
2005-10-24,29176.00,29835.00,29120.00,29835.00,000,29835.00
2005-10-21,28346.00,29176.00,28346.00,29176.00,000,29176.00
2005-10-20,29300.00,29975.00,28161.00,28344.00,000,28344.00
2005-10-19,29072.00,29558.00,28596.00,29297.00,000,29297.00
2005-10-18,30241.00,30451.00,29068.00,29068.00,000,29068.00
2005-10-17,29777.00,30377.00,29777.00,30242.00,000,30242.00
2005-10-14,29880.00,30251.00,29090.00,29770.00,000,29770.00
2005-10-13,30561.00,30561.00,29337.00,29880.00,000,29880.00
2005-10-11,30275.00,30775.00,30275.00,30614.00,000,30614.00
2005-10-10,29982.00,30502.00,29982.00,30277.00,000,30277.00
2005-10-07,29227.00,30213.00,29227.00,29973.00,000,29973.00
2005-10-06,30165.00,30241.00,28893.00,29227.00,000,29227.00
2005-10-05,31272.00,31272.00,30118.00,30164.00,000,30164.00
2005-10-04,31857.00,32052.00,31235.00,31284.00,000,31284.00
2005-10-03,31582.00,31985.00,31542.00,31856.00,000,31856.00
2005-09-30,31209.00,31584.00,31135.00,31584.00,000,31584.00
2005-09-29,31318.00,31524.00,30839.00,31209.00,000,31209.00
2005-09-28,30879.00,31405.00,30879.00,31317.00,000,31317.00
2005-09-27,31146.00,31219.00,30593.00,30875.00,000,30875.00
2005-09-26,31301.00,31565.00,30957.00,31141.00,000,31141.00
2005-09-23,30683.00,31371.00,30683.00,31294.00,000,31294.00
2005-09-22,30839.00,30931.00,30422.00,30678.00,000,30678.00
2005-09-21,30059.00,30890.00,29815.00,30837.00,000,30837.00
2005-09-20,30076.00,30370.00,29889.00,30059.00,000,30059.00
2005-09-19,29816.00,30076.00,29715.00,30076.00,000,30076.00
2005-09-16,29368.00,29863.00,29368.00,29816.00,000,29816.00
2005-09-15,29048.00,29561.00,29048.00,29366.00,000,29366.00
2005-09-14,28874.00,29152.00,28842.00,29050.00,000,29050.00
2005-09-13,29084.00,29194.00,28814.00,28873.00,000,28873.00
2005-09-12,29308.00,29331.00,28991.00,29086.00,000,29086.00
2005-09-09,28837.00,29387.00,28820.00,29308.00,000,29308.00
2005-09-08,28855.00,28956.00,28709.00,28828.00,000,28828.00
2005-09-06,28523.00,28855.00,28338.00,28855.00,000,28855.00
2005-09-05,28322.00,28579.00,28322.00,28522.00,000,28522.00
2005-09-02,27972.00,28347.00,27972.00,28319.00,000,28319.00
2005-09-01,28044.00,28237.00,27799.00,27962.00,000,27962.00
2005-08-31,27626.00,28072.00,27626.00,28045.00,000,28045.00
2005-08-30,27385.00,27619.00,27339.00,27604.00,000,27604.00
2005-08-29,27113.00,27432.00,26981.00,27385.00,000,27385.00
2005-08-26,27397.00,27422.00,27008.00,27095.00,000,27095.00
2005-08-25,26712.00,27403.00,26712.00,27402.00,000,27402.00
2005-08-24,26769.00,26862.00,26479.00,26712.00,000,26712.00
2005-08-23,27261.00,27264.00,26648.00,26769.00,000,26769.00
2005-08-22,26647.00,27287.00,26647.00,27261.00,000,27261.00
2005-08-19,26909.00,27183.00,26129.00,26644.00,000,26644.00
2005-08-18,27395.00,27419.00,26806.00,26900.00,000,26900.00
2005-08-17,27084.00,27519.00,27057.00,27416.00,000,27416.00
2005-08-16,27376.00,27696.00,26967.00,27080.00,000,27080.00
2005-08-15,26960.00,27413.00,26944.00,27375.00,000,27375.00
2005-08-12,26629.00,26951.00,25734.00,26951.00,000,26951.00
2005-08-11,27099.00,27512.00,26494.00,26633.00,000,26633.00
2005-08-10,27291.00,27606.00,26935.00,27117.00,000,27117.00
2005-08-09,26711.00,27291.00,26711.00,27291.00,000,27291.00
2005-08-08,26521.00,26985.00,26521.00,26711.00,000,26711.00
2005-08-05,26469.00,26881.00,26350.00,26518.00,000,26518.00
2005-08-04,26714.00,26960.00,26440.00,26470.00,000,26470.00
2005-08-03,26789.00,27317.00,26638.00,26714.00,000,26714.00
2005-08-02,26325.00,26824.00,26325.00,26789.00,000,26789.00
2005-08-01,26042.00,26452.00,25911.00,26298.00,000,26298.00
2005-07-29,26065.00,26306.00,25946.00,26042.00,000,26042.00
2005-07-28,25340.00,26125.00,25340.00,26068.00,000,26068.00
2005-07-27,24882.00,25362.00,24774.00,25338.00,000,25338.00
2005-07-26,24506.00,24899.00,24328.00,24868.00,000,24868.00
2005-07-25,25388.00,25388.00,24410.00,24531.00,000,24531.00
2005-07-22,25834.00,25848.00,25244.00,25391.00,000,25391.00
2005-07-21,25706.00,25964.00,25505.00,25842.00,000,25842.00
2005-07-20,25268.00,25795.00,24970.00,25705.00,000,25705.00
2005-07-19,25312.00,25312.00,24960.00,25271.00,000,25271.00
2005-07-18,25222.00,25412.00,24916.00,25321.00,000,25321.00
2005-07-15,25916.00,25916.00,25222.00,25222.00,000,25222.00
