pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,1,1,5,5,3,4,10.10,1132,29.00,1.30,5.54,0.00,35.84,2
2016,1,1,5,5,3,4,12.70,1427,36.00,1.30,0.00,7.45,44.75,1
2016,1,1,5,5,2,1,10.20,1721,33.00,1.30,0.00,0.00,34.30,2
2016,1,1,5,5,3,4,9.81,1126,28.00,1.30,5.54,6.97,41.81,1
2016,1,1,5,5,3,4,10.14,1490,31.00,1.30,5.54,7.57,45.41,1
2016,1,1,5,5,2,1,20.72,1991,56.00,1.30,0.00,11.46,68.76,1
2016,1,1,5,5,2,1,16.16,1466,44.00,1.30,0.00,13.59,58.89,1
2016,1,1,5,5,3,6,3.73,691,13.50,1.30,0.00,0.00,14.80,2
2016,1,1,5,5,3,4,10.32,1482,31.00,1.30,0.00,5.00,37.30,1
2016,1,1,5,5,3,4,12.90,1345,36.00,1.30,0.00,11.15,48.45,1
2016,1,1,5,5,2,4,17.35,1740,52.00,0.80,5.54,0.00,58.34,2
2016,1,1,5,5,3,6,3.07,389,10.50,1.30,0.00,0.00,11.80,2
2016,1,1,5,5,2,4,17.80,1736,52.00,0.80,5.54,14.58,72.92,1
2016,1,1,5,5,3,6,3.03,828,12.00,1.30,0.00,3.99,17.29,1
2016,1,1,5,5,2,1,15.12,1615,42.00,1.30,0.00,8.66,51.96,1
2016,1,1,5,5,2,4,18.80,1731,52.00,0.80,5.54,10.00,68.34,1
2016,1,1,5,5,2,1,16.78,1929,47.00,1.30,0.00,0.00,48.30,2
2016,1,1,5,5,2,4,21.77,2370,52.00,0.80,5.54,10.56,68.90,1
2016,1,1,5,5,2,4,20.00,1929,52.00,0.80,0.00,0.00,52.80,2
2016,1,1,5,5,3,1,12.13,1144,34.00,1.30,0.00,5.30,40.60,1
2016,1,1,5,5,2,1,16.57,1795,46.00,1.30,0.00,9.46,56.76,1
2016,1,1,5,5,3,6,3.32,418,11.00,1.30,0.00,3.69,15.99,1
2016,1,1,5,5,2,1,8.30,946,24.50,1.30,0.00,0.00,25.80,2
2016,1,1,5,5,2,4,20.75,1897,52.00,0.80,0.00,13.20,66.00,1
2016,1,1,5,5,2,1,17.44,1705,47.50,1.30,0.00,5.00,53.80,1
2016,1,1,5,5,3,4,6.90,764,20.50,1.30,5.54,0.00,27.34,2
2016,1,1,5,5,2,1,21.33,2140,58.00,1.30,0.00,11.86,71.16,1
2016,1,1,5,5,2,4,20.90,2226,52.00,0.80,5.54,11.67,70.01,1
2016,1,1,5,5,3,4,9.73,1436,29.50,1.30,5.54,7.27,43.61,1
2016,1,1,5,5,2,4,18.30,1685,52.00,0.80,5.54,11.67,70.01,1
2016,1,1,5,5,3,1,10.70,1402,31.50,1.30,0.00,4.50,37.30,1
2016,1,1,5,5,2,4,18.70,1806,52.00,0.80,5.54,11.65,69.99,1
2016,1,1,5,5,3,4,10.40,1203,29.50,1.30,0.00,0.00,30.80,2
2016,1,1,5,5,3,1,10.00,1117,28.50,1.30,0.00,7.45,37.25,1
2016,1,1,5,5,2,6,5.44,913,18.00,1.30,0.00,0.00,19.30,1
2016,1,1,5,5,3,4,10.62,1312,30.50,1.30,5.54,7.47,44.81,1
2016,1,1,5,5,3,1,7.02,740,20.50,1.30,0.00,2.50,24.30,1
2016,1,1,5,5,2,4,19.20,1812,52.00,0.80,5.54,14.55,72.89,1
2016,1,1,5,5,3,1,12.90,1185,35.50,1.30,0.00,7.35,44.15,1
2016,1,1,5,5,3,1,10.60,1291,31.00,1.30,0.00,4.00,36.30,1
2016,1,1,5,5,2,7,22.78,1821,60.50,1.30,11.08,0.00,72.88,2
2016,1,1,5,5,3,6,4.50,759,14.50,1.30,0.00,0.00,15.80,2
2016,1,1,5,5,2,2,1.46,406,7.00,1.30,0.00,0.00,8.30,2
2016,1,1,5,5,3,0,10.26,1047,28.50,1.30,0.00,0.00,29.80,2
2016,1,1,5,5,3,4,9.80,908,27.50,1.30,5.54,6.87,41.21,1
2016,1,1,5,5,3,4,10.79,1442,31.50,1.30,5.54,7.67,46.01,1
2016,1,1,5,5,3,4,10.55,1325,31.00,1.30,0.00,6.46,38.76,1
2016,1,1,5,5,2,4,18.30,1745,52.00,0.80,5.54,7.00,65.34,1
2016,1,1,5,5,2,6,5.82,570,17.50,1.30,0.00,0.00,18.80,2
2016,1,1,5,5,2,4,17.70,1538,52.00,0.80,5.54,11.65,69.99,1
2016,1,1,5,5,2,6,9.64,1112,27.50,1.30,0.00,7.20,36.00,1
2016,1,1,5,5,2,4,19.30,2060,52.00,0.80,5.54,10.00,68.34,1
2016,1,2,6,0,2,4,19.91,1583,52.00,0.80,0.00,10.56,63.36,1
2016,1,2,6,0,3,4,9.65,957,27.50,1.30,0.00,0.00,28.80,1
2016,1,2,6,0,3,1,13.33,1336,37.00,1.30,0.00,7.66,45.96,1
2016,1,2,6,0,2,6,10.40,1448,30.50,1.30,0.00,0.00,31.80,2
2016,1,2,6,0,2,6,8.71,838,24.50,1.30,0.00,0.00,25.80,2
2016,1,2,6,0,2,0,26.29,1935,68.50,1.30,5.54,0.00,75.34,2
2016,1,2,6,0,2,1,16.40,1798,46.50,1.30,0.00,9.56,57.36,1
2016,1,2,6,0,2,4,18.32,1702,52.00,0.80,5.54,5.00,63.34,1
2016,1,2,6,0,2,4,16.60,1385,52.00,0.80,0.00,10.55,63.35,1
2016,1,2,6,0,2,6,13.40,1216,36.50,1.30,0.00,3.00,40.80,1
2016,1,2,6,0,2,1,16.21,1378,43.50,1.30,0.00,7.00,51.80,1
2016,1,2,6,0,2,4,21.94,1915,52.00,0.80,0.00,0.00,52.80,2
2016,1,2,6,0,2,4,18.12,1764,52.00,0.80,5.54,0.00,58.34,2
2016,1,2,6,0,2,4,18.00,1509,52.00,0.80,5.54,12.00,70.34,1
2016,1,2,6,0,4,3,13.40,1314,38.00,1.30,0.00,0.00,39.30,2
2016,1,2,6,0,3,4,9.50,1022,27.00,1.30,5.54,6.75,40.59,1
2016,1,2,6,0,2,1,11.94,1825,35.50,1.30,0.00,7.36,44.16,1
2016,1,2,6,0,4,3,10.93,1470,31.50,1.30,0.00,0.00,32.80,2
2016,1,2,6,0,4,2,19.19,1916,52.00,0.80,0.00,0.00,52.80,2
2016,1,2,6,0,4,2,19.90,1705,52.00,0.80,5.54,11.66,70.00,1
2016,1,2,6,0,4,2,17.70,1481,52.00,0.80,5.54,0.00,58.34,1
2016,1,2,6,0,4,2,18.20,1626,52.00,0.80,0.00,0.00,52.80,2
2016,1,2,6,1,4,3,13.30,1182,37.00,1.30,0.00,7.65,45.95,1
2016,1,2,6,1,4,2,17.52,1441,52.00,0.80,5.54,11.67,70.01,1
2016,1,2,6,1,4,3,8.30,1081,25.00,1.30,0.00,0.00,26.30,2
2016,1,2,6,1,4,3,8.90,1114,26.00,1.30,0.00,3.00,30.30,1
2016,1,2,6,1,4,3,9.19,993,26.50,1.30,5.54,6.67,40.01,1
2016,1,2,6,1,4,2,18.02,1654,52.00,0.80,5.54,11.67,70.01,1
2016,1,2,6,1,4,2,18.35,1765,52.00,0.80,0.00,0.00,52.80,2
2016,1,2,6,1,4,2,17.00,1573,52.00,0.80,0.00,10.55,63.35,1
2016,1,2,6,1,4,3,10.71,1590,33.50,1.30,5.54,0.00,40.34,2
2016,1,4,1,4,4,3,9.72,1628,29.50,1.80,5.54,5.00,41.84,1
2016,1,4,1,4,2,1,13.40,3212,46.00,1.80,0.00,9.55,57.35,1
2016,1,4,1,4,2,1,15.90,3408,51.50,1.80,0.00,10.65,63.95,1
2016,1,4,1,4,2,4,17.90,3184,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,4,4,3,11.21,2307,38.00,1.80,5.54,0.00,45.34,2
2016,1,4,1,4,3,4,8.88,1450,27.50,1.80,5.54,6.97,41.81,1
2016,1,4,1,4,3,6,3.60,892,15.00,1.80,0.00,0.00,16.80,2
2016,1,4,1,4,4,2,16.50,2956,52.00,0.80,5.54,11.66,70.00,1
2016,1,4,1,4,3,4,9.34,1630,28.00,1.80,5.54,8.00,43.34,1
2016,1,4,1,4,2,1,15.55,2166,44.50,1.80,0.00,0.00,46.30,2
2016,1,4,1,4,3,4,8.88,1628,28.50,1.80,5.54,7.17,43.01,1
2016,1,4,1,4,4,2,17.54,3818,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,4,3,4,10.72,1893,34.00,1.80,5.54,0.00,41.34,2
2016,1,4,1,4,2,4,18.24,3076,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,4,2,23.82,3895,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,4,3,9.11,1911,29.50,1.80,5.54,7.37,44.21,1
2016,1,4,1,4,4,3,9.32,1399,27.50,1.80,5.54,5.00,39.84,1
2016,1,4,1,4,3,4,10.28,1386,29.50,1.80,5.54,0.00,36.84,2
2016,1,4,1,4,3,6,7.70,1373,23.50,1.80,0.00,0.00,25.30,2
2016,1,4,1,4,3,4,8.49,1878,31.00,1.80,5.54,7.67,46.01,1
2016,1,4,1,4,3,4,8.34,1081,24.50,1.80,5.54,9.55,41.39,1
2016,1,4,1,4,3,4,14.07,2502,42.50,1.80,5.54,0.00,49.84,2
2016,1,4,1,4,3,4,11.40,1621,33.00,1.80,5.54,0.00,40.34,2
2016,1,4,1,4,3,1,10.00,2912,35.50,1.80,0.00,5.00,42.30,1
2016,1,4,1,4,2,6,11.90,2078,37.00,1.80,0.00,7.75,46.55,1
2016,1,4,1,4,2,4,16.64,3892,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,4,4,2,18.20,3149,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,3,4,9.50,2085,33.00,1.80,5.54,8.06,48.40,1
2016,1,4,1,4,2,1,15.50,2836,47.00,1.80,0.00,5.00,53.80,1
2016,1,4,1,4,3,4,9.19,1994,33.00,1.80,5.54,5.00,45.34,1
2016,1,4,1,4,3,1,7.41,1299,23.50,1.80,0.00,0.00,25.30,2
2016,1,4,1,4,2,1,11.31,2529,38.00,1.80,0.00,11.94,51.74,1
2016,1,4,1,4,4,3,9.20,1167,26.00,1.80,5.54,6.65,39.99,1
2016,1,4,1,4,3,1,13.60,3770,48.00,1.80,0.00,0.00,49.80,2
2016,1,4,1,4,3,4,8.40,1424,26.50,1.80,5.54,2.00,35.84,1
2016,1,4,1,4,2,1,13.80,3164,47.50,1.80,0.00,0.00,49.30,2
2016,1,4,1,4,3,1,11.10,3561,42.50,1.80,0.00,0.00,44.30,2
2016,1,4,1,4,3,4,10.51,1944,33.50,1.80,5.54,6.00,46.84,1
2016,1,4,1,4,2,5,37.30,4760,117.00,1.30,23.58,0.00,141.88,2
2016,1,4,1,4,3,4,12.62,1746,35.50,1.80,5.54,8.57,51.41,1
2016,1,4,1,4,4,2,17.30,3550,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,2,1,12.40,3734,45.00,1.80,0.00,5.00,51.80,1
2016,1,4,1,4,3,4,10.01,1976,33.50,1.80,5.54,10.21,51.05,1
2016,1,4,1,4,2,4,17.18,3473,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,2,4,18.81,3315,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,3,4,10.30,1479,31.50,1.80,5.54,7.75,46.59,1
2016,1,4,1,4,2,1,12.31,2494,39.50,1.80,0.00,0.00,41.30,2
2016,1,4,1,4,2,1,12.49,2215,38.00,1.80,0.00,7.96,47.76,1
2016,1,4,1,4,2,4,18.54,2708,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,2,6,16.00,2415,47.50,1.80,0.00,0.00,49.30,2
2016,1,4,1,4,2,1,15.70,3121,50.50,1.80,0.00,2.00,54.30,1
2016,1,4,1,4,2,4,18.00,3784,52.00,0.80,5.54,3.00,61.34,1
2016,1,4,1,4,2,2,16.90,33,65.00,0.30,0.00,13.05,78.35,1
2016,1,4,1,4,2,4,22.42,3318,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,3,4,8.78,1090,26.00,1.80,5.54,8.34,41.68,1
2016,1,4,1,4,3,6,4.35,953,16.00,1.80,0.00,0.00,17.80,2
2016,1,4,1,4,2,1,16.97,1908,45.50,1.80,0.00,0.00,47.30,2
2016,1,4,1,4,2,4,17.60,2602,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,4,2,4,17.03,76439,52.00,0.80,0.00,5.28,58.08,1
2016,1,4,1,4,2,4,18.82,2702,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,4,3,10.40,1461,30.50,1.80,5.54,7.55,45.39,1
2016,1,4,1,4,3,1,7.37,920,22.00,1.80,0.00,5.95,29.75,1
2016,1,4,1,4,3,6,4.00,710,14.00,1.80,0.00,0.00,15.80,2
2016,1,4,1,4,3,4,10.58,1933,34.50,1.80,5.54,5.00,46.84,1
2016,1,4,1,4,3,1,19.48,2935,53.50,1.80,0.00,0.00,55.30,2
2016,1,4,1,4,3,4,10.40,1279,29.50,1.80,5.54,5.00,41.84,1
2016,1,4,1,4,4,3,9.70,1158,28.00,1.80,5.54,7.05,42.39,1
2016,1,4,1,4,4,2,16.28,2682,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,4,2,4,16.34,2361,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,4,2,4,18.59,2629,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,2,4,16.86,2137,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,3,6,7.02,1080,22.50,1.80,0.00,3.00,27.30,1
2016,1,4,1,4,2,6,7.22,1715,26.50,1.80,0.00,0.00,28.30,2
2016,1,4,1,4,3,4,10.11,1492,30.50,1.80,5.54,0.00,37.84,2
2016,1,4,1,4,3,4,10.85,1571,32.50,1.80,5.54,7.97,47.81,1
2016,1,4,1,4,3,4,11.00,1786,35.50,1.80,5.54,5.00,47.84,1
2016,1,4,1,4,2,4,20.43,2842,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,2,6,14.20,1773,40.00,1.80,0.00,0.00,41.80,2
2016,1,4,1,4,2,4,18.86,2710,52.00,0.80,5.54,7.00,65.34,1
2016,1,4,1,4,4,3,11.20,1448,33.00,1.80,5.54,8.05,48.39,1
2016,1,4,1,4,3,4,8.97,963,26.00,1.80,0.00,5.56,33.36,1
2016,1,4,1,4,2,6,5.79,1090,19.50,1.80,0.00,0.00,21.30,2
2016,1,4,1,4,2,3,11.55,1752,33.00,1.80,0.00,0.00,34.80,1
2016,1,4,1,4,2,4,21.03,2779,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,4,3,4,9.50,1295,28.00,1.80,5.54,3.00,38.34,1
2016,1,4,1,4,2,3,10.70,1250,30.50,1.80,0.00,0.00,32.30,1
2016,1,4,1,4,3,4,9.50,1334,28.50,1.30,5.54,3.00,38.34,1
2016,1,4,1,4,4,2,21.09,2188,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,2,1,24.92,2203,66.50,1.80,0.00,0.00,68.30,2
2016,1,4,1,4,2,4,17.20,1911,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,2,4,18.68,2189,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,2,4,17.70,1859,52.00,0.80,5.54,9.00,67.34,1
2016,1,4,1,4,2,2,0.01,16,2.50,1.80,0.00,0.00,4.30,2
2016,1,4,1,4,3,1,12.50,1370,35.50,1.80,0.00,7.45,44.75,1
2016,1,4,1,4,2,4,21.16,1918,52.00,0.80,5.54,12.00,70.34,1
2016,1,4,1,4,2,4,17.93,1956,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,2,4,20.20,2388,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,5,2,1,13.60,2427,43.50,1.30,0.00,11.20,56.00,1
2016,1,4,1,5,3,4,10.30,1491,30.50,1.30,5.54,7.45,44.79,1
2016,1,4,1,5,3,4,10.39,1622,31.50,1.30,5.54,7.67,46.01,1
2016,1,4,1,5,2,0,17.80,2016,48.50,1.30,5.54,0.00,55.34,2
2016,1,4,1,5,3,6,2.23,432,9.00,1.30,0.00,3.09,13.39,1
2016,1,4,1,5,3,4,6.50,1213,21.50,1.30,0.00,4.00,26.80,1
2016,1,4,1,5,3,4,9.80,1068,28.50,1.30,5.54,7.05,42.39,1
2016,1,4,1,5,3,4,8.18,787,23.00,1.30,5.54,5.97,35.81,1
2016,1,4,1,5,3,4,8.06,875,23.50,1.30,5.54,0.00,30.34,2
2016,1,4,1,5,2,4,20.52,2371,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,5,3,1,10.63,1290,31.00,1.30,0.00,6.46,38.76,1
2016,1,4,1,5,3,4,11.56,1280,33.50,1.30,5.54,0.00,40.34,2
2016,1,4,1,5,2,4,18.41,2130,52.00,0.80,5.54,0.00,58.34,1
2016,1,4,1,5,2,4,18.37,2284,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,5,2,6,14.20,1364,39.00,1.30,0.00,0.00,40.30,3
2016,1,4,1,5,3,4,11.24,1542,33.00,1.30,5.54,7.97,47.81,1
2016,1,4,1,5,2,6,7.40,1057,22.50,1.30,0.00,0.00,23.80,2
2016,1,4,1,5,3,4,9.30,1262,27.50,1.30,5.54,6.00,40.34,1
2016,1,4,1,5,2,4,18.44,2374,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,5,2,4,21.30,2252,52.00,0.80,0.00,10.55,63.35,1
2016,1,4,1,5,3,4,8.20,782,23.00,1.30,5.54,8.95,38.79,1
2016,1,4,1,5,2,4,18.36,1937,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,2,6,3.90,421,12.50,1.30,0.00,0.00,13.80,2
2016,1,4,1,5,2,4,18.67,1953,52.00,0.80,8.00,0.00,60.80,2
2016,1,4,1,5,3,1,11.00,866,30.50,0.80,0.00,6.26,37.56,1
2016,1,4,1,5,2,4,20.70,2218,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,5,2,1,12.58,2095,39.00,1.30,0.00,8.06,48.36,1
2016,1,4,1,5,3,6,5.24,540,15.50,1.30,0.00,0.00,16.80,2
2016,1,4,1,5,2,4,18.66,2196,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,5,2,1,16.00,1937,45.00,1.30,0.00,4.00,50.30,1
2016,1,4,1,5,3,4,8.41,941,24.00,1.30,5.54,6.17,37.01,1
2016,1,4,1,5,3,6,2.35,621,10.50,1.30,0.00,0.00,11.80,2
2016,1,4,1,5,3,1,10.30,1399,30.50,1.30,0.00,9.50,41.30,1
2016,1,4,1,5,2,4,18.84,1901,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,5,3,4,11.20,1443,33.00,1.30,5.54,7.97,47.81,1
2016,1,4,1,5,3,1,7.76,910,23.00,1.30,0.00,4.86,29.16,1
2016,1,4,1,5,3,4,8.80,1517,28.50,1.30,5.54,0.00,35.34,2
2016,1,4,1,5,2,1,19.37,1609,51.50,1.30,0.00,0.00,52.80,2
2016,1,4,1,5,2,4,18.50,2433,52.00,0.80,0.00,10.00,62.80,1
2016,1,4,1,5,2,6,6.80,868,20.50,1.30,0.00,0.00,21.80,2
2016,1,4,1,5,2,1,10.30,1410,31.00,1.30,0.00,6.45,38.75,1
2016,1,4,1,5,3,4,9.50,1013,27.50,1.30,5.54,0.00,34.34,2
2016,1,4,1,5,3,6,2.50,556,10.00,1.30,0.00,0.00,11.30,2
2016,1,4,1,5,2,4,20.88,1645,52.00,0.80,5.54,7.00,65.34,1
2016,1,4,1,5,3,4,8.40,1242,26.00,1.30,0.00,0.00,27.30,1
2016,1,4,1,5,3,4,8.85,1124,26.00,1.30,5.54,6.57,39.41,1
2016,1,4,1,5,2,6,14.13,1527,39.50,1.30,0.00,8.16,48.96,1
2016,1,4,1,5,2,4,17.13,1691,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,5,3,4,9.87,1356,29.50,1.30,5.54,7.27,43.61,1
2016,1,4,1,5,2,4,19.00,1661,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,2,4,18.77,2208,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,2,6,2.90,363,10.00,1.30,0.00,0.00,11.30,2
2016,1,4,1,5,3,6,0.84,304,5.50,1.30,0.00,0.00,6.80,2
2016,1,4,1,5,2,1,12.18,2300,39.50,1.30,0.00,0.00,40.80,2
2016,1,4,1,5,2,6,15.80,1824,45.50,1.30,0.00,5.50,52.30,1
2016,1,4,1,5,3,4,9.88,1074,28.00,1.30,5.54,0.00,34.84,2
2016,1,4,1,5,3,4,8.60,974,25.00,1.30,5.54,6.35,38.19,1
2016,1,4,1,5,2,4,20.02,1979,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,5,3,6,3.80,572,12.50,1.30,0.00,4.10,17.90,1
2016,1,4,1,5,2,1,12.72,2079,38.00,1.30,0.00,7.86,47.16,1
2016,1,4,1,5,2,4,18.60,1875,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,2,4,19.63,1864,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,3,4,10.07,1366,29.50,1.30,5.54,0.00,36.34,2
2016,1,4,1,5,3,4,2.00,530,8.50,1.30,0.00,1.96,11.76,1
2016,1,4,1,5,3,4,9.00,1176,26.50,1.30,5.54,8.30,41.64,1
2016,1,4,1,5,3,4,7.10,1001,22.00,1.30,5.54,5.00,33.84,1
2016,1,4,1,5,2,6,7.40,938,22.50,1.30,0.00,0.00,23.80,2
2016,1,4,1,5,3,1,6.90,637,20.00,1.30,0.00,4.25,25.55,1
2016,1,4,1,5,2,4,16.90,1598,52.00,0.80,0.00,10.55,63.35,1
2016,1,4,1,5,3,4,8.72,1104,26.00,1.30,0.00,5.46,32.76,1
2016,1,4,1,5,3,3,0.60,181,4.50,1.30,0.00,0.00,5.80,3
2016,1,4,1,5,3,1,7.19,733,20.50,1.30,0.00,4.36,26.16,1
2016,1,4,1,5,2,0,24.60,1943,64.50,1.30,5.54,0.00,71.34,2
2016,1,4,1,5,2,4,16.04,1771,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,5,3,4,8.20,781,23.50,1.30,5.54,0.00,30.34,2
2016,1,4,1,5,2,4,19.50,1592,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,5,3,4,8.30,943,24.50,1.30,5.54,6.25,37.59,1
2016,1,4,1,5,2,1,13.90,1235,38.50,1.30,0.00,0.00,39.80,1
2016,1,4,1,5,3,1,10.76,1113,30.00,1.30,0.00,7.82,39.12,1
2016,1,4,1,5,2,0,19.15,1577,51.00,1.30,5.54,5.00,62.84,1
2016,1,4,1,5,3,0,10.05,971,28.50,1.30,5.54,0.00,35.34,2
2016,1,4,1,5,3,4,9.92,1257,28.50,1.30,5.54,6.50,41.84,1
2016,1,4,1,5,3,4,12.50,1165,34.50,1.30,5.54,8.25,49.59,1
2016,1,4,1,5,3,4,10.20,1318,30.00,1.30,5.54,5.00,41.84,1
2016,1,4,1,5,2,4,17.98,1860,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,5,3,6,11.35,1098,31.00,1.30,0.00,6.46,38.76,1
2016,1,4,1,5,3,1,10.32,1012,30.00,1.30,0.00,4.80,36.10,1
2016,1,4,1,5,2,1,16.82,1592,46.00,1.30,0.00,9.46,56.76,1
2016,1,4,1,5,2,4,16.50,1381,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,5,2,4,20.00,2189,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,5,2,4,22.57,2490,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,5,2,6,16.20,1690,45.00,1.30,0.00,0.00,46.30,2
2016,1,4,1,5,3,4,11.16,1376,32.50,1.30,5.54,5.00,44.34,1
2016,1,4,1,5,2,6,12.70,1013,34.50,1.30,0.00,4.20,40.00,1
2016,1,5,2,0,3,1,11.33,1272,32.00,1.30,0.00,0.00,33.30,2
2016,1,5,2,0,2,4,19.27,1590,52.00,0.80,5.54,11.67,70.01,1
2016,1,5,2,0,3,4,7.77,979,23.50,1.30,5.54,6.00,36.34,1
2016,1,5,2,0,3,1,9.50,929,27.00,1.30,0.00,0.00,28.30,2
2016,1,5,2,0,3,4,12.20,1116,33.50,1.30,0.00,6.95,41.75,1
2016,1,5,2,0,2,4,20.30,1828,52.00,0.80,0.00,10.00,62.80,1
2016,1,5,2,0,3,6,1.90,415,8.00,1.30,0.00,2.32,11.62,1
2016,1,5,2,0,2,4,18.80,1848,52.00,0.80,5.54,11.65,69.99,1
2016,1,5,2,0,2,1,11.38,1744,35.50,1.30,0.00,0.00,36.80,1
2016,1,5,2,0,2,6,5.60,733,18.00,1.30,0.00,0.00,19.30,2
2016,1,5,2,0,2,6,5.32,730,17.00,1.30,0.00,0.00,18.30,2
2016,1,5,2,0,2,6,7.98,921,23.50,1.30,0.00,0.00,24.80,2
2016,1,5,2,0,2,1,11.70,1635,34.00,1.30,0.00,7.06,42.36,1
2016,1,5,2,0,2,4,19.10,1718,52.00,0.80,0.00,10.55,63.35,1
2016,1,5,2,0,3,4,8.50,1238,26.00,1.30,5.54,6.55,39.39,1
2016,1,5,2,0,2,6,5.44,593,16.50,1.30,0.00,0.00,17.80,2
2016,1,5,2,0,2,1,9.00,1152,27.00,1.30,0.00,0.00,28.30,2
2016,1,5,2,0,2,1,16.90,1321,45.50,1.30,0.00,0.00,46.80,2
2016,1,5,2,0,2,6,14.70,1208,40.00,1.30,0.00,4.00,45.30,1
2016,1,5,2,0,2,1,12.20,1489,36.00,1.30,0.00,0.00,37.30,2
2016,1,5,2,0,2,0,21.90,2191,59.00,1.30,5.54,0.07,65.91,1
2016,1,5,2,0,2,1,20.00,1829,55.00,1.30,0.00,16.85,73.15,1
2016,1,5,2,0,2,4,19.19,2021,52.00,0.80,5.54,10.00,68.34,1
2016,1,5,2,0,2,0,23.40,1740,61.50,1.30,5.54,0.00,68.34,2
2016,1,5,2,0,3,4,10.91,1627,32.50,1.30,0.00,6.76,40.56,1
2016,1,5,2,0,2,6,14.69,1164,39.00,1.30,0.00,8.06,48.36,1
2016,1,5,2,0,2,6,13.52,1137,37.00,1.30,0.00,7.66,45.96,1
2016,1,5,2,0,3,4,8.30,843,24.00,1.30,5.54,0.00,30.84,2
2016,1,5,2,0,3,4,7.80,769,22.00,1.30,5.54,4.00,32.84,1
2016,1,5,2,0,2,1,12.62,1799,37.50,1.30,0.00,9.70,48.50,1
2016,1,5,2,0,2,0,19.39,1786,53.00,1.30,5.54,0.00,59.84,2
2016,1,5,2,0,4,3,12.30,1470,35.50,1.30,5.54,2.00,44.34,1
2016,1,5,2,0,2,6,16.54,1512,44.50,1.30,0.00,5.00,50.80,1
2016,1,5,2,0,2,0,16.88,1335,45.00,1.30,5.54,12.96,64.80,1
2016,1,5,2,0,4,3,13.30,1444,37.50,1.30,0.00,7.75,46.55,1
2016,1,5,2,0,4,3,12.75,1227,35.00,1.30,0.00,0.00,36.30,2
2016,1,5,2,0,4,3,9.80,1215,29.00,1.30,0.00,0.00,30.30,2
2016,1,5,2,1,2,1,10.68,1169,30.00,1.30,0.00,7.82,39.12,1
2016,1,5,2,1,4,3,12.70,1518,36.50,1.30,5.54,10.80,54.14,1
2016,1,5,2,1,6,3,3.40,424,12.00,1.30,0.00,3.00,16.30,1
2016,1,5,2,1,4,3,9.00,977,25.50,1.30,5.54,6.45,38.79,1
2016,1,5,2,1,4,2,16.70,1816,52.00,0.80,5.54,0.00,58.34,2
2016,1,5,2,1,2,6,6.20,907,19.50,1.30,0.00,0.00,20.80,2
